,HEIGHT,WIDTH,NUM_TRAPS,NUM_GOALS,PATH_NOISE_PROB,BLIND_SWITCH_PROB
375,14,29,18,4,0.052762,0.022220
376,25,29,23,5,0.354081,0.239400
377,10,11,13,5,0.413543,0.223559
378,11,10,28,3,0.082216,0.238620
379,10,20,20,2,0.436463,0.062957
380,24,31,14,2,0.348314,0.125450
381,30,18,29,3,0.480797,0.009994
382,21,18,24,4,0.228744,0.081648
383,15,17,30,4,0.444169,0.076039
384,30,14,12,3,0.482839,0.207866
385,31,30,13,1,0.312094,0.070250
386,27,29,17,2,0.262039,0.193326
387,16,21,12,1,0.494611,0.032798
388,11,23,20,4,0.468640,0.048812
389,27,23,26,4,0.217337,0.158285
390,11,13,31,5,0.351775,0.128606
391,22,29,28,4,0.315905,0.243482
392,14,25,9,4,0.423593,0.232872
393,10,24,11,1,0.407543,0.133608
394,20,12,30,4,0.093371,0.048563
395,20,29,21,4,0.375411,0.095247
396,11,14,10,1,0.364427,0.086845
397,14,29,28,5,0.250946,0.126712
398,15,14,24,3,0.171858,0.159417
399,16,21,31,3,0.487114,0.218097
400,26,24,8,2,0.311875,0.054811
401,14,10,24,1,0.292299,0.095402
402,25,28,27,2,0.391797,0.196774
403,18,30,18,5,0.447303,0.178184
404,25,12,16,4,0.476972,0.057625
405,26,12,26,2,0.098448,0.041715
406,27,21,19,4,0.455514,0.071379
407,22,22,13,1,0.307679,0.002197
408,19,31,29,5,0.283626,0.013315
409,16,21,27,4,0.228341,0.241897
410,29,11,19,5,0.236169,0.032033
411,26,29,19,4,0.308366,0.152259
412,15,22,18,2,0.163530,0.099726
413,25,15,23,2,0.482586,0.104919
414,12,15,19,2,0.215541,0.048963
415,11,21,28,1,0.305412,0.196904
416,22,10,24,1,0.169991,0.028130
417,18,26,28,2,0.251225,0.086347
418,30,27,27,1,0.313777,0.235137
419,11,26,8,2,0.427284,0.074303
420,23,25,30,4,0.460514,0.107139
421,12,24,11,2,0.312938,0.076521
422,19,15,27,5,0.485284,0.077578
423,28,16,12,4,0.299490,0.198665
424,14,31,27,1,0.257886,0.095956
425,17,20,18,2,0.362227,0.155729
426,27,22,17,1,0.010605,0.021200
427,12,27,15,4,0.372537,0.208041
428,31,31,28,5,0.465488,0.109540
429,21,12,14,1,0.385925,0.171889
430,12,20,13,3,0.346454,0.112369
431,25,25,26,4,0.472632,0.070392
432,31,10,20,5,0.044728,0.135729
433,22,19,18,5,0.062323,0.086844
434,22,31,8,3,0.095050,0.033773
435,19,29,11,5,0.424132,0.181050
436,14,29,27,4,0.419929,0.084740
437,20,12,8,5,0.013399,0.045301
438,31,19,28,5,0.405882,0.115158
439,15,25,23,5,0.103701,0.096758
440,13,31,27,5,0.489986,0.164018
441,20,24,18,2,0.195530,0.093062
442,22,18,8,3,0.287321,0.168908
443,26,17,17,2,0.027846,0.214477
444,12,25,26,2,0.337746,0.149615
445,25,25,21,5,0.127726,0.116804
446,27,20,24,2,0.295048,0.191194
447,26,20,27,3,0.345858,0.225334
448,23,10,25,2,0.058945,0.218099
449,17,29,12,2,0.389752,0.007980
450,19,26,21,3,0.131081,0.068074
451,17,20,20,2,0.421250,0.036826
452,20,15,27,5,0.381452,0.194820
453,25,13,12,3,0.305297,0.207601
454,19,21,19,4,0.264592,0.020602
455,28,18,8,1,0.380289,0.122701
456,26,14,26,5,0.292458,0.159959
457,23,20,15,2,0.091520,0.093206
458,18,21,17,2,0.136046,0.066765
459,12,22,17,2,0.379892,0.075903
460,28,21,26,1,0.411861,0.214804
461,13,13,23,2,0.023589,0.060520
462,29,20,31,5,0.053018,0.092666
463,29,10,26,4,0.205369,0.195385
464,10,22,27,2,0.493485,0.125896
465,26,23,28,5,0.187938,0.029315
466,23,25,24,5,0.296781,0.002432
467,12,17,9,1,0.007972,0.179783
468,11,12,25,1,0.423681,0.054335
469,28,25,26,3,0.048113,0.186977
470,17,13,16,2,0.198386,0.017533
471,26,10,8,2,0.227083,0.243974
472,21,30,17,3,0.318868,0.078750
473,23,11,15,4,0.053970,0.237007
474,24,25,17,5,0.141348,0.091291
475,16,21,12,1,0.350411,0.203956
476,29,17,8,4,0.005129,0.090200
477,17,11,22,1,0.076895,0.243188
478,12,21,13,4,0.431964,0.139996
479,27,13,17,3,0.075565,0.161736
480,19,27,11,4,0.328820,0.070702
481,14,18,18,3,0.036353,0.047970
482,11,29,27,3,0.423622,0.003639
483,31,20,21,2,0.343451,0.126003
484,30,11,19,1,0.147706,0.147720
485,19,21,13,5,0.078432,0.124910
486,17,23,13,5,0.154984,0.006187
487,22,13,9,5,0.010504,0.217281
488,27,11,20,2,0.329056,0.149766
489,29,11,28,3,0.195071,0.071394
490,17,27,27,1,0.191328,0.151090
491,11,27,17,1,0.308199,0.239572
492,20,11,16,4,0.433271,0.067164
493,16,17,20,3,0.126239,0.047338
494,29,26,12,1,0.258421,0.020603
495,10,14,16,3,0.482977,0.136705
496,10,22,23,5,0.165245,0.036588
497,22,25,15,5,0.475047,0.084104
498,17,17,17,3,0.057081,0.064511
499,16,26,16,2,0.230375,0.085994
500,27,11,17,5,0.096516,0.211442
501,30,25,10,1,0.151161,0.169688
502,25,20,16,4,0.004024,0.211333
503,20,16,11,1,0.385517,0.229758
504,17,10,21,4,0.170035,0.228456
505,14,18,31,4,0.170643,0.036071
506,30,24,23,1,0.372994,0.027364
507,29,24,9,1,0.459768,0.055142
508,28,15,23,2,0.151732,0.143514
509,17,21,27,4,0.197893,0.060766
510,12,22,17,2,0.264936,0.008653
511,31,11,11,3,0.115994,0.145968
512,10,17,19,4,0.057885,0.096914
513,21,27,22,5,0.349966,0.248074
514,28,15,19,3,0.283786,0.041105
515,17,12,25,3,0.112211,0.025692
516,15,20,20,3,0.042460,0.233802
517,27,21,19,2,0.440706,0.173358
518,19,20,29,1,0.184423,0.183329
519,15,20,26,1,0.126242,0.182668
520,16,16,12,3,0.210679,0.168765
521,16,29,10,5,0.145812,0.165768
522,19,11,15,2,0.477366,0.179225
523,10,27,15,4,0.268778,0.048825
524,10,16,13,1,0.492480,0.085418
525,30,25,11,1,0.075193,0.248126
526,16,23,23,1,0.146382,0.203608
527,23,27,20,5,0.186980,0.158654
528,11,22,18,3,0.414450,0.138677
529,12,13,16,1,0.399052,0.096813
530,30,29,14,4,0.210439,0.121968
531,29,15,21,2,0.454584,0.198762
532,14,16,12,4,0.179278,0.219920
533,17,17,19,5,0.419685,0.187942
534,14,10,31,5,0.394692,0.130940
535,31,13,21,3,0.338797,0.082562
536,13,30,22,5,0.235136,0.192933
537,15,23,17,4,0.191884,0.048886
538,26,11,30,1,0.368152,0.245228
539,10,27,19,3,0.381095,0.061591
540,18,27,28,2,0.418593,0.232242
541,17,18,12,5,0.460702,0.108316
542,11,11,22,5,0.106520,0.049813
543,26,21,12,3,0.226343,0.029813
544,23,22,31,4,0.338820,0.234208
545,19,15,27,3,0.057240,0.223247
546,30,26,13,3,0.480515,0.130812
547,30,25,8,1,0.465789,0.179307
548,12,27,24,4,0.180358,0.237949
549,27,16,12,5,0.449310,0.039161
550,19,19,31,1,0.160263,0.181264
551,20,16,21,1,0.382570,0.134443
552,16,18,28,2,0.485166,0.043811
553,11,25,29,3,0.169282,0.085861
554,15,12,11,1,0.006430,0.234715
555,13,15,25,4,0.461876,0.142524
556,31,21,28,4,0.118376,0.143528
557,28,14,22,5,0.326807,0.162272
558,12,20,12,3,0.182598,0.167468
559,29,14,23,2,0.135527,0.112566
560,11,29,17,5,0.428541,0.192898
561,16,19,18,1,0.343808,0.065575
562,24,21,22,2,0.171786,0.239274
563,27,30,14,3,0.000516,0.149791
564,27,20,14,5,0.259064,0.115136
565,31,16,8,3,0.298919,0.248912
566,23,25,22,5,0.161914,0.181938
567,15,21,24,1,0.225267,0.151232
568,12,19,16,1,0.424318,0.164049
569,19,31,8,4,0.250985,0.149809
570,30,19,31,4,0.482412,0.032032
571,30,18,22,1,0.299315,0.077254
572,29,23,8,2,0.380609,0.179184
573,18,18,25,3,0.106206,0.019813
574,29,13,29,3,0.468840,0.220385
575,25,31,30,3,0.284430,0.245969
576,29,17,8,3,0.343664,0.150673
577,19,28,8,4,0.167241,0.131459
578,20,12,27,2,0.025491,0.071928
579,11,30,22,2,0.315320,0.076012
580,17,31,30,4,0.410926,0.093593
581,25,24,16,4,0.485304,0.231705
582,18,12,24,2,0.112743,0.217304
583,12,31,13,3,0.437576,0.176599
584,10,22,9,5,0.121839,0.215094
585,25,16,30,4,0.131471,0.177653
586,13,27,27,5,0.436540,0.237997
587,23,17,24,1,0.241797,0.115953
588,26,28,19,5,0.290773,0.008027
589,11,18,19,5,0.357579,0.159066
590,28,12,8,1,0.090519,0.027127
591,11,19,30,4,0.008211,0.178052
592,16,25,17,5,0.137884,0.234777
593,25,29,14,5,0.306056,0.192840
594,13,21,25,5,0.391536,0.230603
595,14,24,21,3,0.207211,0.022598
596,25,10,21,4,0.437221,0.069031
597,25,26,19,1,0.377856,0.074455
598,22,26,26,4,0.022149,0.056208
599,12,18,28,2,0.330037,0.200504
600,20,20,24,2,0.289402,0.051813
601,31,20,30,3,0.029168,0.039989
602,20,13,12,3,0.092109,0.010263
603,26,12,21,5,0.079611,0.055494
604,11,15,19,1,0.298793,0.156279
605,11,10,17,2,0.276256,0.092627
606,24,15,23,4,0.296245,0.229706
607,19,21,15,1,0.025276,0.195606
608,12,20,8,2,0.421409,0.043286
609,31,18,31,3,0.243412,0.160780
610,30,12,20,3,0.283696,0.114646
611,24,28,11,2,0.456861,0.125526
612,13,30,25,5,0.157433,0.184500
613,19,29,14,3,0.350730,0.188896
614,15,19,21,5,0.155102,0.151698
615,15,10,20,2,0.249987,0.176503
616,13,28,25,1,0.453618,0.190462
617,19,26,23,3,0.093317,0.191163
618,16,10,25,1,0.118386,0.183208
619,30,17,23,1,0.185648,0.061296
620,19,26,29,2,0.497837,0.119557
621,27,14,29,1,0.260549,0.245672
622,10,10,12,3,0.474256,0.206917
623,15,13,13,2,0.334264,0.175706
624,12,12,10,1,0.151487,0.067250
625,12,30,23,1,0.263667,0.206918
626,11,11,10,4,0.238921,0.127375
627,27,27,12,1,0.300588,0.037653
628,10,30,20,3,0.309568,0.013794
629,21,18,17,1,0.271204,0.235779
630,15,30,30,4,0.078873,0.066725
631,30,26,20,3,0.101949,0.093732
632,28,29,18,2,0.257283,0.187605
633,15,31,16,5,0.102946,0.005035
634,24,16,20,3,0.267958,0.086351
635,20,27,25,5,0.243993,0.113477
636,22,17,23,4,0.087580,0.208610
637,17,31,8,1,0.191882,0.133982
638,12,23,23,3,0.235382,0.077109
639,11,15,11,1,0.415494,0.020239
640,19,18,26,4,0.103091,0.139985
641,21,27,13,1,0.363565,0.088025
642,18,11,22,2,0.232861,0.136749
643,29,21,14,5,0.453076,0.047961
644,14,13,25,5,0.357626,0.030551
645,26,12,12,5,0.019882,0.186919
646,29,14,13,4,0.178835,0.080935
647,12,15,30,4,0.290810,0.154484
648,11,13,12,2,0.359586,0.158876
649,17,19,14,1,0.195124,0.174732
650,20,14,23,5,0.266674,0.096685
651,21,13,28,1,0.222071,0.025609
652,28,21,20,3,0.175363,0.054296
653,30,28,20,1,0.279252,0.243574
654,11,10,20,3,0.230391,0.246796
655,15,16,17,5,0.061460,0.192144
656,11,28,17,4,0.298395,0.069138
657,22,12,16,5,0.479005,0.124047
658,15,19,23,5,0.236543,0.038444
659,19,31,20,3,0.288326,0.177731
660,18,18,29,4,0.336501,0.007858
661,23,29,26,5,0.475864,0.179911
662,30,31,10,3,0.048806,0.023067
663,15,21,28,1,0.470526,0.002299
664,12,16,20,1,0.457972,0.095759
665,19,23,11,2,0.498719,0.031767
666,16,16,21,2,0.243515,0.120754
667,16,18,22,2,0.481879,0.079816
668,21,21,27,3,0.356692,0.231219
669,19,29,9,4,0.458096,0.069528
670,20,26,15,3,0.374162,0.003587
671,26,17,14,2,0.494785,0.050821
672,26,28,27,4,0.066295,0.220858
673,26,24,8,3,0.024762,0.047345
674,11,15,9,1,0.294984,0.211314
675,20,19,13,4,0.115521,0.155794
676,21,31,9,4,0.272329,0.117078
677,25,19,18,3,0.405832,0.143321
678,15,13,15,3,0.235566,0.025157
679,23,27,18,3,0.110328,0.130849
680,15,18,11,1,0.132482,0.024582
681,29,24,23,3,0.307096,0.126654
682,16,31,26,1,0.031895,0.109814
683,22,12,28,1,0.252523,0.183748
684,31,19,30,1,0.467240,0.177229
685,21,17,14,2,0.024532,0.112606
686,17,14,22,2,0.104529,0.128397
687,18,27,25,5,0.442225,0.064693
688,20,26,22,5,0.446291,0.175272
689,19,16,13,3,0.222001,0.177053
690,30,12,25,3,0.311038,0.001009
691,14,22,19,2,0.032824,0.013205
692,18,12,11,2,0.145732,0.227840
693,26,11,17,2,0.290319,0.027810
694,30,21,8,3,0.379079,0.173038
695,12,10,28,1,0.119806,0.020127
696,17,18,27,5,0.365486,0.142128
697,20,21,25,5,0.272740,0.105147
698,17,25,8,3,0.246093,0.140762
699,23,27,9,5,0.411836,0.098948
700,28,21,12,3,0.040813,0.192396
701,13,28,10,1,0.215360,0.212453
702,13,14,26,2,0.263437,0.166275
703,13,23,12,3,0.373968,0.195918
704,18,29,24,2,0.333134,0.245518
705,23,27,19,4,0.017447,0.224369
706,22,23,22,3,0.216089,0.070887
707,24,13,25,4,0.400843,0.053214
708,23,17,12,5,0.084441,0.113906
709,28,31,15,2,0.364104,0.007926
710,12,25,31,5,0.332082,0.196084
711,16,10,13,2,0.447330,0.244319
712,10,18,16,1,0.294057,0.045142
713,10,15,14,3,0.290618,0.140163
714,30,23,28,3,0.213040,0.218910
715,21,16,19,5,0.189234,0.093132
716,26,14,13,3,0.166344,0.239645
717,15,10,17,2,0.100192,0.178014
718,19,16,16,5,0.444158,0.226129
719,29,15,14,2,0.420678,0.128956
720,11,25,13,4,0.239258,0.219150
721,19,11,16,2,0.047685,0.196853
722,23,25,17,1,0.155898,0.070163
723,23,16,20,5,0.196648,0.181578
724,20,21,26,5,0.198681,0.188730
725,10,31,25,1,0.420159,0.156701
726,29,21,9,3,0.071491,0.160310
727,28,28,25,5,0.265237,0.059307
728,15,10,9,4,0.383541,0.053120
729,26,18,11,1,0.084541,0.063823
730,31,24,26,2,0.201714,0.047426
731,28,21,12,1,0.038824,0.078687
732,27,20,25,4,0.004901,0.034729
733,24,22,31,1,0.011997,0.115899
734,30,26,24,1,0.120090,0.165151
735,17,17,19,2,0.178587,0.223976
736,25,27,18,4,0.224440,0.162584
737,20,19,29,5,0.376550,0.030907
738,14,29,10,5,0.459529,0.056904
739,17,19,20,4,0.403329,0.066874
740,21,27,12,3,0.236395,0.167985
741,17,29,11,3,0.083057,0.081828
742,10,22,8,4,0.327048,0.203396
743,26,16,21,4,0.280611,0.201748
744,23,25,19,1,0.068073,0.078728
745,30,10,18,4,0.466151,0.167542
746,28,29,9,2,0.434751,0.067746
747,22,23,15,2,0.431680,0.035502
748,24,10,12,4,0.459193,0.247547
749,12,31,22,1,0.488937,0.105418
